Mix-ID,Mix Constitutents | Binder | Cement Amount (kg/m³),Mix Constitutents | Binder | Cement type,Mix Constitutents | Binder | Cement Grade (Mpa),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Silica Fume (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Flayash Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Fly Ash Type,Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Limestone Powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Quartzpowder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Glass powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Rice husk ash (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Metakaolin (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | GGBFS (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Slag Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Type of Slag,Mix Constitutents | Nano Particles | Nano-CaCO3 (kg/m3),Mix Constitutents | Nano Particles | Nano-Al2O3 (kg/m3),Mix Constitutents | Nano Particles | Nano-TiO2 (kg/m3),Mix Constitutents | Nano Particles | Nano Silica (kg/m3),Mix Constitutents | Sustainable Filler | Filler (kg/m³),Mix Constitutents | Sustainable Filler | Type of Filler,Mix Constitutents | Sand | Amount (kg/m³),Mix Constitutents | Sand | Sand Type,Mix Constitutents | Sand | Max Size (mm),Mix Constitutents | Fiber | Type of Fiber,Mix Constitutents | Fiber | Amount / Quantity of Fiber,Mix Constitutents | Fiber | Length (mm),Mix Constitutents | Fiber | Diameter (mm),Mix Constitutents | Fiber | Tensile Strength (MPa),"Mix Constitutents | Fiber | Nominal Young’s modulus, Gpa",Mix Constitutents | Synergetic Fiber | Type of Fiber,Mix Constitutents | Synergetic Fiber | Amount / Quantity of Fiber,Mix Constitutents | Synergetic Fiber | Length (mm),Mix Constitutents | Synergetic Fiber | Diameter (mm),Mix Constitutents | Synergetic Fiber | Tensile Strength (MPa),"Mix Constitutents | Synergetic Fiber | Nominal Young’s modulus, Gpa",Mix Constitutents | Water | Amount (kg/m³),Mix Constitutents | Superplasticizer | Type of Superplasticizer,Mix Constitutents | Superplasticizer | Amount (kg/m³),Curing Regime | Curing,Curing Regime | Temperature (o C),Curing Regime | Humidity (%),Curing Regime | Pressure (MPa),Workability | Testing Standard,Workability | Slump (mm),Workability | Slump Flow (mm),Mechanical Properties | Compressive Strength (Mpa) | Specimen,Mechanical Properties | Compressive Strength (Mpa) | Testing Standard,Mechanical Properties | Compressive Strength (Mpa) | 1-day,Mechanical Properties | Compressive Strength (Mpa) | 3-Day,Mechanical Properties | Compressive Strength (Mpa) | 7-Day,Mechanical Properties | Compressive Strength (Mpa) | 14-Day,Mechanical Properties | Compressive Strength (Mpa) | 21 days,Mechanical Properties | Compressive Strength (Mpa) | 28-Day,Mechanical Properties | Compressive Strength (Mpa) | 56-Day,Mechanical Properties | Compressive Strength (Mpa) | 90-Day,Mechanical Properties | Elastic Modulus | Testing Standard,Mechanical Properties | Elastic Modulus | Elastic Modulus (Gpa),Mechanical Properties | Tensile Strength Parameters | Testing Standards,Mechanical Properties | Tensile Strength Parameters | Split Tensile Strength (Mpa),Mechanical Properties | Tensile Strength Parameters | first-cracking strength (MPa),Mechanical Properties | Tensile Strength Parameters | Direct Tensile Strength (Mpa),Mechanical Properties | Tensile Strength Parameters | Peak tensile strain (%),Mechanical Properties | Tensile Strength Parameters | Tensile Elastic Modulus (GPa),Mechanical Properties | Tensile Strength Parameters | Strain capacity (%),Mechanical Properties | Flexural Strength Parameters | Specimens,Mechanical Properties | Flexural Strength Parameters | Testing Standard,Mechanical Properties | Flexural Strength Parameters | LOP (Mpa),Mechanical Properties | Flexural Strength Parameters | MOR (MPa),Mechanical Properties | Flexural Strength Parameters | Peak Strength (MPa),Mechanical Properties | Flexural Strength Parameters | Residual Strength (f600) (MPa),Mechanical Properties | Flexural Strength Parameters | Residual Strength (f150) (MPa),Mechanical Properties | Flexural Strength Parameters | Toughness (J),Durability Properities | Air Content/Air Void/ Porosity | Testing Standards,Durability Properities | Air Content/Air Void/ Porosity | Air Content %,Durability Properities | Air Content/Air Void/ Porosity | Air Void %,Durability Properities | Air Content/Air Void/ Porosity | Porosity,Durability Properities | Water absorption | Testing Standards,Durability Properities | Water absorption | Water absorption (%),Durability Properities | Shrinkage (µϵ) | Testing Standards,Durability Properities | Shrinkage (µϵ) | 28-day Shrinkage (µstrain),Durability Properities | Shrinkage (µϵ) | 56-day Shrinkage (µstrain),Durability Properities | Freezing and Thawing | Testing Standards,Durability Properities | Freezing and Thawing | Cycles,Durability Properities | Rapid Chloride Permeability Test | Testing Standards,Durability Properities | Rapid Chloride Permeability Test | Total Charge Passed (Coulombs),Durability Properities | Surface Resistivity | Testing Standards,Durability Properities | Surface Resistivity | Surface Resistivity (kΩ-mm),Research Paper Details | Country of Origin,Research Paper Details | Reference details/Data sources,Research Paper Details | Year of Publish,Research Paper Details | Research paper reference in dataset
UHPC-T0,480.0,Portland cement (P·II 52.5R),52.5,96.0,384.0,Class F ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1152.0,Natural River sand,2.36,Steel Fiber ,156.0,13.0,0.2,,,,,,,,,153.6,polycarboxylic superplasticiser,33.6,Standard Curing ,20.0,65.0,,,,,40 x 40 x 160 , GB/T17671-1999,,68,103,,,122.0,,155.0,,,,,,,,,,40 x 40 x 160 , GB/T17671-1999,,,35.0,,,,,,,,,,,,,,,,,,, China,"THE EFFECT OF NANO-TIO2 ON THE DURABILITY OF
ULTRA-HIGH PERFORMANCE CONCRETE WITH AND
WITHOUT A FLEXURAL LOAD

https://doi.org/10.13168/cs.2018.0033",2018.0,Ref-83-Research
UHPC-T1,480.0,Portland cement (P·II 52.5R),52.5,96.0,384.0,Class F ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.6,0.0,0.0,,1152.0,Natural River sand,2.36,Steel Fiber ,156.0,13.0,0.2,,,,,,,,,153.6,polycarboxylic superplasticiser,33.6,Standard Curing ,20.0,65.0,,,,,40 x 40 x 160 , GB/T17671-1999,,78,111,,,128.0,,162.0,,,,,,,,,,40 x 40 x 160 , GB/T17671-1999,,,40.0,,,,,,,,,,,,,,,,,,,,,,
0,920.0,OPC,52.5,276.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1012.0,Quartz sand,1.25,,,,,,,,,,,,,239.2,polycarboxylate-based superplasticizer (SP),19.14,Standard Curing ,20.0,95.0,,,,212.0,Cylinder 50 x 100,,,88,118,,,125.0,,,,,,,,,,,,40 x 40 x 160 ,,,,21.0,,,,,,,3.75,,,,,,,,,,,,China,"Influence of rice husk ash on strength and permeability of ultra-high
performance concrete

https://doi.org/10.1016/j.conbuildmat.2017.05.155",2017.0,Ref-84-Research
R-1,920.0,OPC,52.5,230.0,0.0,,0.0,0.0,0.0,46.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1012.0,Quartz sand,1.25,,,,,,,,,,,,,239.2,polycarboxylate-based superplasticizer (SP),19.14,Standard Curing ,20.0,95.0,,,,208.0,Cylinder 50 x 100,,,95,122,,,130.0,,,,,,,,,,,,40 x 40 x 160 ,,,,21.5,,,,,,,,,,,,,,,,,,,,,,
R-2,920.0,OPC,52.5,184.0,0.0,,0.0,0.0,0.0,92.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1012.0,Quartz sand,1.25,,,,,,,,,,,,,239.2,polycarboxylate-based superplasticizer (SP),19.14,Standard Curing ,20.0,95.0,,,,200.0,Cylinder 50 x 100,,,96,124,,,124.0,,,,,,,,,,,,40 x 40 x 160 ,,,,20.5,,,,,,,3.55,,,,,,,,,,,,,,,
R-3,920.0,OPC,52.5,138.0,0.0,,0.0,0.0,0.0,138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1012.0,Quartz sand,1.25,,,,,,,,,,,,,239.2,polycarboxylate-based superplasticizer (SP),19.14,Standard Curing ,20.0,95.0,,,,192.0,Cylinder 50 x 100,,,97,130,,,134.0,,,,,,,,,,,,40 x 40 x 160 ,,,,21.3,,,,,,,,,,,,,,,,,,,,,,
R-4,920.0,OPC,52.5,92.0,0.0,,0.0,0.0,0.0,184.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1012.0,Quartz sand,1.25,,,,,,,,,,,,,239.2,polycarboxylate-based superplasticizer (SP),19.14,Standard Curing ,20.0,95.0,,,,180.0,Cylinder 50 x 100,,,95,132,,,136.6,,,,,,,,,,,,40 x 40 x 160 ,,,,20.0,,,,,,,3.41,,,,,,,,,,,,,,,
R-5,920.0,OPC,52.5,46.0,0.0,,0.0,0.0,0.0,230.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1012.0,Quartz sand,1.25,,,,,,,,,,,,,239.2,polycarboxylate-based superplasticizer (SP),19.14,Standard Curing ,20.0,95.0,,,,165.0,Cylinder 50 x 100,,,98,128,,,132.0,,,,,,,,,,,,40 x 40 x 160 ,,,,20.4,,,,,,,3.61,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,,,,,,,,,,,,,224.64,polycarboxylate-based superplasticizer (SP,17.471999999999998,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,145.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,160.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,24.5,,,,,,,,,,,,,,,,,,,China ,"Relationship between Flowability, Entrapped Air
Content and Strength of UHPC Mixtures Containing
Different Dosage of Steel Fiber

https://doi.org/10.3390/app6080216",2016.0,Ref-85-Research
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,,,,,,,,,,,,,224.64,polycarboxylate-based superplasticizer (SP,19.968000000000004,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,167.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,141.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,24.5,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,,,,,,,,,,,,,224.64,polycarboxylate-based superplasticizer (SP,22.464000000000002,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,171.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,131.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,23.0,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,,,,,,,,,,,,,224.64,polycarboxylate-based superplasticizer (SP,24.96,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,173.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,128.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,22.5,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,,,,,,,,,,,,,249.60000000000002,polycarboxylate-based superplasticizer (SP,14.975999999999999,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,170.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,147.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,22.0,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,,,,,,,,,,,,,249.60000000000002,polycarboxylate-based superplasticizer (SP,17.471999999999998,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,195.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,155.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,22.5,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,,,,,,,,,,,,,249.60000000000002,polycarboxylate-based superplasticizer (SP,19.968000000000004,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,220.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,134.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,22.0,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,,,,,,,,,,,,,249.60000000000002,polycarboxylate-based superplasticizer (SP,22.464000000000002,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,230.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,123.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,22.0,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,,,,,,,,,,,,,274.56,polycarboxylate-based superplasticizer (SP,12.48,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,170.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,129.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,22.3,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,,,,,,,,,,,,,274.56,polycarboxylate-based superplasticizer (SP,14.975999999999999,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,217.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,128.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,21.5,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,,,,,,,,,,,,,274.56,polycarboxylate-based superplasticizer (SP,17.471999999999998,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,240.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,130.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,22.5,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,,,,,,,,,,,,,274.56,polycarboxylate-based superplasticizer (SP,19.968000000000004,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,258.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,144.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,22.8,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,,,,,,,,,,,,,299.52,polycarboxylate-based superplasticizer (SP,9.984000000000002,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,168.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,119.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,20.5,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,,,,,,,,,,,,,299.52,polycarboxylate-based superplasticizer (SP,12.48,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,225.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,112.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,20.1,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,,,,,,,,,,,,,299.52,polycarboxylate-based superplasticizer (SP,14.975999999999999,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,283.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,141.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,21.0,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,,,,,,,,,,,,,299.52,polycarboxylate-based superplasticizer (SP,17.471999999999998,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,295.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,142.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,22.2,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,2850.0,,,,,,,,224.64,polycarboxylate-based superplasticizer (SP,17.471999999999998,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,121.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,198.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,28.5,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,2850.0,,,,,,,,224.64,polycarboxylate-based superplasticizer (SP,19.968000000000004,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,132.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,191.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,26.5,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,2850.0,,,,,,,,224.64,polycarboxylate-based superplasticizer (SP,22.464000000000002,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,149.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,187.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,25.5,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,2850.0,,,,,,,,224.64,polycarboxylate-based superplasticizer (SP,24.96,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,158.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,178.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,25.0,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,2850.0,,,,,,,,249.60000000000002,polycarboxylate-based superplasticizer (SP,14.975999999999999,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,128.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,170.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,22.5,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,2850.0,,,,,,,,249.60000000000002,polycarboxylate-based superplasticizer (SP,17.471999999999998,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,151.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,175.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,24.0,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,2850.0,,,,,,,,249.60000000000002,polycarboxylate-based superplasticizer (SP,19.968000000000004,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,175.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,179.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,24.5,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,2850.0,,,,,,,,249.60000000000002,polycarboxylate-based superplasticizer (SP,22.464000000000002,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,181.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,168.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,21.0,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,2850.0,,,,,,,,274.56,polycarboxylate-based superplasticizer (SP,12.48,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,145.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,149.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,22.8,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,2850.0,,,,,,,,274.56,polycarboxylate-based superplasticizer (SP,14.975999999999999,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,167.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,147.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,22.0,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,2850.0,,,,,,,,274.56,polycarboxylate-based superplasticizer (SP,17.471999999999998,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,211.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,152.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,22.5,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,2850.0,,,,,,,,274.56,polycarboxylate-based superplasticizer (SP,19.968000000000004,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,227.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,158.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,22.8,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,2850.0,,,,,,,,299.52,polycarboxylate-based superplasticizer (SP,9.984000000000002,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,148.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,146.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,20.7,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,2850.0,,,,,,,,299.52,polycarboxylate-based superplasticizer (SP,12.48,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,178.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,142.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,20.2,,,,,,,,,,,,,,,,,,,,,,
,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,2850.0,,,,,,,,299.52,polycarboxylate-based superplasticizer (SP,14.975999999999999,Standard Curing ,22.0,90.0,,Chinese National Standard GB/T 2419-2005,,149.0,40 x 40 x 160 ,GB/T 17671-1999,,,,,,156.0,,,,,,,,,,,,40 x 40 x 160 ,GB/T 17671-1999,,,21.5,,,,,,,,,,,,,,,,,,,,,,
