Mix Constitutents | Binder | Cement Amount (kg/m³),Mix Constitutents | Binder | Cement type,Mix Constitutents | Binder | Cement Grade (Mpa),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Silica Fume (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Flayash Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Limestone Powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Quartzpowder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Glass powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Rice husk ash (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Metakaolin (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | GGBFS (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Slag Amount (kg/m³),Mix Constitutents | Nano Particles | Nano-CaCO3 (kg/m3),Mix Constitutents | Nano Particles | Nano-Al2O3 (kg/m3),Mix Constitutents | Nano Particles | Nano-TiO2 (kg/m3),Mix Constitutents | Nano Particles | Nano Silica (kg/m3),Mix Constitutents | Sustainable Filler | Filler (kg/m³),Mix Constitutents | Sand | Amount (kg/m³),Mix Constitutents | Sand | Sand Type,Mix Constitutents | Sand | Max Size (mm),Mix Constitutents | Fiber | Type of Fiber,Mix Constitutents | Fiber | Amount / Quantity of Fiber,Mix Constitutents | Fiber | Length (mm),Mix Constitutents | Fiber | Diameter (mm),Mix Constitutents | Water | Amount (kg/m³),Mix Constitutents | Superplasticizer | Type of Superplasticizer,Mix Constitutents | Superplasticizer | Amount (kg/m³),Curing Regime | Curing,Curing Regime | Temperature (o C)
754.0,P_x0003_Ⅱ 52.5 cement,52.5,90.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,Locally available sand,1.25,Straight Steel Fibers,156.0,13.0,0.2,198.0,"polycarboxylic ether
based water-reducing agent",33.0,standard Curing,20.0
754.0,P_x0003_Ⅱ 52.5 cement,52.5,0.0,306.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,Locally available sand,1.25,Straight Steel Fibers,156.0,13.0,0.2,198.0,"polycarboxylic ether
based water-reducing agent",33.0,standard Curing,20.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.615384615384614,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,177.2307692307692,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Heat Curing,90.0
548.0,Type III Portland cement,,42.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,Missouri River sand + masonry sand,4.75,Steel Fiber,156.0,13.0,0.2,167.0,polycarboxylate HRWR,16.0,Heat curing,90.0
950.0,Portland Cement of 53 grade,53.0,234.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,quartz sand,0.6,Straight Steel Fibers,234.0,10.0,0.12,215.0,"High range water reducing
admixture",12.7,Normal Curing,
464.0,High sulfate-resistant cement (Type HS cement),,215.0,0.0,0.0,232.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0,quartz sand,0.6,Steel Fiber,158.0,13.0,0.2,158.0,PCE-based SP,42.2,Hot  Curing,90.0
850.0,ordinary Portland cement  42.5 Grade,42.5,137.5,112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,Quartz sand,1.2,not_applicable,0.0,,,176.0,Superplasticizer,8.0,Hot Water Curing,90.0
788.5,Type 1 Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica sand,0.3,Twisted steel fiber,39.5,30.0,0.3,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0
788.5,Type 1 Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica sand,2.0,Straight Steel Fiber,78.0,13.0,0.2,160.3,polycarboxylate superplasticizer (SP),52.6,Heat curing,90.0
1044.0,portland cement (TypeI),,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.0,Natural River Sand,2.36,Straight Steel Fibers,312.0,12.7,0.2,261.0,HRWRA was carboxylate-based admixture,63.2,steam curing,90.0
960.0,Portland cement type I 52.5R,52.5,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.9,Quartz Sand,2.5,Micro glass Fiber,19.5,13.0,0.018,234.0,polycarboxylate-based SP,42.0,Standard Curing,22.0
850.0,Portland Cement of 53 grade,53.0,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.6,Steel Fibre,157.0,10.0,0.12,170.0,"High range water reducing
admixture",45.0,Heat Curing,160.0
580.0,OPC Type-1,,73.95,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,Natural River sand,1.2,Steel: hooked-ends,117.9,20.0,0.2,152.83,VC-2044,21.69,STANDARD Curing,23.0
920.0,OPC,52.5,184.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,Quartz sand,1.25,not_applicable,0.0,,,239.2,polycarboxylate-based superplasticizer (SP),19.14,Standard Curing,20.0
784.0,P.I 42.5 Portland cement,42.5,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,Natural River sand,2.36,Hooked End Steel Fiber,234.0,13.0,0.2,171.0,polycarboxylate-based superplasticizer,20.9,Standard Curing,20.0
960.0,ordinary Portland cement (OPC) of 53 grades,53.0,144.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.0,Quartz Sand + Normal River Sand,2.62,Steel Fiber,156.0,13.0,0.18,163.0,"polycarboxylate
ether based superplasticiser",34.0,Heat or Oven Curing,150.0
1099.035,portland cement (TypeI),,63.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1640.0,Natural River Sand,2.36,Straight Steel Fibers,156.0,12.7,0.2,232.6,HRWRA was carboxylate-based admixture,39.41,steam curing,90.0
900.0,"Ordinary Portland cement
ASTM C150 type I",,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,1030.0,Fine dune sand,0.6,Straight Steel Fibers,157.0,12.7,0.15,162.0,polycarboxylic-based ether hyperplasticiser,40.0,Standard Curing,22.0
475.0,Portland cement (P.I. 42.5),42.5,264.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,Natural River sand,2.36,Straight Steel Fiber,156.0,13.0,0.2,173.0,polycarboxylate-based superplasticizer (SP),21.1,Steam Curing,90.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.230769230769228,0.0,0.0,0.0,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,177.2307692307692,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Standard Curing,20.0
580.0,OPC Type-1,,73.95,406.0,0.0,24.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,Natural River sand,1.2,not_applicable,0.0,,,152.83,VC-2044,21.69,STANDARD Curing,23.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.461538461538456,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,177.2307692307692,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Standard Curing,20.0
788.5,Type 1 Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica sand,0.3,Hooked End Steel Fiber,158.0,30.0,0.38,160.3,polycarboxylate superplasticizer,52.6,Steam Curing,90.0
850.0,Portland Cement of 53 grade,53.0,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,510.0,quartz sand,0.6,Steel Fibre,157.0,10.0,0.12,170.0,"High range water reducing
admixture",45.0,Normal Curing,
1170.7317073170732,Portland cement (P⋅II 52.5),52.5,292.6829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.41,673.1707317073171,Natural River sand,0.6,PE,19.4,12.0,0.024,210.73170731707316,"polycarboxylate-based high range 
water reducing admixture (HRWRA)",14.0487804878049,Standard Curing,22.0
828.0,High sulfate-resistant cement (Type HS cement),,230.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.0,Quartz Sand,0.6,not_applicable,0.0,,,159.0,polycarboxylate (PCE)-based HRWRA,27.0,Heat curing,90.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.230769230769228,0.0,0.0,0.0,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,177.2307692307692,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Heat Curing,90.0
833.0,Cement PC Type I,,208.25,0.0,0.0,0.0,208.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149.54,Locally available sand,0.8,not_applicable,0.0,,,183.26,"polycarboxylate
ether",4.498200000000001,Standard Curing,20.0
830.0,Ordinary Portland cement (CEM-I 42.5-R),42.5,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,Quartz Sand,3.0,Steel Fiber,234.0,6.0,0.15,151.0,"polycarboxylate-based
superplasticizer (SP)",55.0,Steam curing,100.0
960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers,234.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,14.976,Standard Curing,22.0
823.0,High sulfate-resistant cement (Type HS cement),,0.0,0.0,0.0,247.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.0,Quartz sand,0.6,not_applicable,0.0,,,199.0,"polycarboxylate (PCE)-based high-range
water-reducing admixture (HRWRA)",13.0,steam hot curing,90.0
675.0,Portland cement type I 52.5 R,52.5,210.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,Silica sand,0.6,Straight Steel Fibers,30.0,13.0,0.2,183.0,polycarboxylate ether based superplasticizers (SP),31.0,Standard Curing,20.0
756.0,Type I 52.5 R ©,52.5,133.2,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,Silica Sand,0.6,Straight Steel Fibers,148.0,10.0,0.15,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Heat Curing,90.0
850.0,"Portland cement (PC 42,5)",42.5,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.0,Quartz + Basalt,4.0,not_applicable,0.0,,,170.0,superplasticizer of sulfonated naphthalene formaldehyde based,45.0,Autoclave curing,210.0
800.0,"Portland cement 
CEM I 52.5N",52.5,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,0.22,not_applicable,0.0,,,180.0,Polycarboxylate based superplastisizer,12.0,Standard Curing,20.0
850.0,Portland Cement of 53 grade,53.0,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,765.0,quartz sand,0.6,Steel Fibre,157.0,10.0,0.12,170.0,"High range water reducing
admixture",45.0,Steam Curing,70.0
700.0,Portland cement,,200.0,0.0,0.0,0.0,350.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,Silica Sand,0.6,PE,19.4,18.0,0.025,300.0,unknown_type,10.8,Standard Curing,20.0
850.0,Portland Cement of 53 grade,53.0,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,680.0,quartz sand,0.6,Steel Fibre,157.0,10.0,0.12,170.0,"High range water reducing
admixture",45.0,Normal Curing,
900.0,"Ordinary Portland cement
ASTM C150 type I",,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,886.0,Fine dune sand,0.6,Straight Steel Fibers,157.0,12.7,0.15,162.0,polycarboxylic-based ether hyperplasticiser,40.0,Standard Curing,22.0
600.0,PII 52.5 Portland cement,52.5,100.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.0,Natural River sand,1.25,not_applicable,0.0,,,140.0,Polycarboxylic ether based SP,38.0,Standard Curing,20.0
890.0,Type I/II ordinary portland cement,,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.0,Locally available sand,0.6,not_applicable,0.0,,,180.0,polycarboxylate based HRWRA,59.0,Heat curing,90.0
788.5,Type 1 Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica sand,0.3,Twisted steel fiber,118.5,30.0,0.3,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0
770.0,CEM II 52.5 R,52.5,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,1.25,Straight Steel Fibers,117.0,6.0,0.2,135.5,unknown_type,35.0,Standard Curing,
397.0,PC-type I,,198.0,0.0,397.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,873.0,Silica Sand,0.85,Straight Steel Fibers,162.0,13.0,0.2,191.0,"PCE-based
SP",10.0,Standard Curing,30.0
787.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,Silica Sand,0.6,not_applicable,0.0,,,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Standard curing,20.0
726.0,Portland cement CEM I 52.5 N,52.5,181.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,silica sand,0.3,not_applicable,0.0,,,196.9,unknown_type,23.1,Standard Curing,20.0
787.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,Silica Sand,0.6,Straight Steel Fibers,74.0,10.0,0.15,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Standard curing,20.0
614.9,"Ordinary Portland Cement
(OPC) CEM I 52.5 R",52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.5,0.0,0.0,0.0,0.0,25.6,0.0,1326.8,Locally available sand,2.0,not_applicable,0.0,,,151.5,polycarboxylic ether based superplasticiser,45.8,Standard Curing,21.0
850.0,Ordinary Portland Cement,,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica sand,2.0,Straight Short Steel Fiber,118.0,13.0,0.2,170.9,unknown_type,28.0,Heat curing,90.0
839.0,Type I/II low-alkali portland cement,,104.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,147.0,Polycarboxylate-based HRWRA,67.8,Standard Curing,
850.5,Type I 52.5 R ©,52.5,155.4,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,Silica Sand,0.6,not_applicable,0.0,,,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Heat Curing,90.0
740.064,White cement,,185.016,179.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.503,Locally available sand,1.2,not_applicable,0.0,,,170.21472,unknown_type,26.685,Standard curing,20.0
878.7989747345296,unknown_type,,219.6997436836324,0.0,0.0,0.0,219.6997436836324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.4950567557671,Locally available sand,0.8,Straight steel fiber,237.27572317832295,13.0,0.2,166.9718051995606,unknown_type,9.666788722079824,Standard Curing,20.0
960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,not_applicable,0.0,,,299.52,polycarboxylate-based superplasticizer (SP,12.48,Standard Curing,22.0
1856.7,42.5 N ordinary Portland cement,42.5,0.0,0.0,0.0,0.0,0.0,0.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,,not_applicable,0.0,,,318.6,superplasticizer,58.1,Standard Curing,20.0
490.0,P.II52.5,52.5,100.0,350.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Natural River sand,2.36,not_applicable,0.0,,,170.0,polycarboxylic ether-based superplasticizer,25.0,Standard Curing,20.0
890.0,Portland Cement of 53 grade,53.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.0,quartz sand,0.6,Straight Steel Fibers,119.0,10.0,0.12,222.0,"High range water reducing
admixture",29.7,Normal Curing,
890.0,Type I/II ordinary portland cement,,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,Locally available sand,0.6,Straight Steel Fibers,119.0,13.0,0.2,334.0,polycarboxylate based HRWRA,50.0,Standard Curing,
788.5,Type I Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica sand,0.337,Straight Steel Fibers,79.0,13.0,0.2,160.3,polycarboxylate superplasticizer,49.8,STEAM CURING,90.0
960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,not_applicable,0.0,,,274.56,polycarboxylate-based superplasticizer (SP,14.976,Standard Curing,22.0
824.0,Portland cement CEM I 52.5 N,52.5,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,silica sand,0.3,Straight Steel Fibers,164.0,13.0,0.16,221.8,unknown_type,26.0,Standard Curing,20.0
666.4,ordinary Portland cement (grade 42.5),42.5,210.5,0.0,0.0,259.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,820.8,Quartz Sand,0.15,Steel Fiber,156.0,13.0,0.2,164.2,"ploycarboxylate-based superplasticizer with water
reducing",17.5,Autoclave Curing,200.0
794.0,High sulfate-resistant cement (Type HS cement),,221.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.0,0.0,not_applicable,0.35,not_applicable,0.0,,,192.0,polycarboxylate (PCE)-based high range water-reducing admixture (HRWRA),13.0,Standard Curing,20.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,177.2307692307692,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Standard Curing,20.0
754.0,High sulfate-resistant cement (Type HS cement),,105.0,0.0,0.0,0.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.0,quartz sand,0.6,Steel Fiber,158.0,13.0,0.2,236.0,PCE-based SP,8.2,Standard Normal Curing,23.0
850.5,Type I 52.5 R ©,52.5,155.4,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,Silica Sand,0.6,Straight Steel Fibers,148.0,10.0,0.15,200.0,polycarboxylate ether-based superplasticizers (SPs),40.0,Standard curing,20.0
631.4,ordinary Portland cement (grade 42.5),42.5,210.5,0.0,0.0,259.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1,820.8,Quartz Sand,0.15,Steel Fiber,156.0,13.0,0.2,164.2,"ploycarboxylate-based superplasticizer with water
reducing",17.5,Autoclave Curing,200.0
600.0,"Portland cement (PC)
52.5R",52.5,150.0,0.0,180.0,0.0,0.0,0.0,0.0,750.0,0.0,18.0,0.0,0.0,0.0,0.0,500.0,Silica Sand,0.181,PE,20.0,18.0,0.024,240.0,"high range
water reducer admixture (HRWRA)",15.0,Stnadrad curing,
960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers,78.0,13.0,0.2,224.64,polycarboxylate-based superplasticizer (SP,24.96,Standard Curing,22.0
400.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,100.0,250.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,quartz sand,3.0,Steel fiber,312.0,13.0,0.175,150.0,superplasticizer with the water reducing,17.0,Steam curing,90.0
647.0,P.I 42.5 Portland cement,42.5,216.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.0,Natural River sand,2.36,not_applicable,0.0,,,177.0,polycarboxylate-based superplasticizer (SP),16.19,Standard curing,20.0
850.0,Ordinary Portland Cement,,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Silica sand,2.0,Straight Short Steel Fiber,39.0,13.0,0.2,169.6,unknown_type,28.0,Heat curing,90.0
692.0,Portland cement type 1 (52.5 R),52.5,0.0,196.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,Straight Steel Fiber,194.0,60.0,0.15,190.5,polycarboxylate ether-based superplasticizers,36.0,Steam Curing,90.0
695.9,Ordinary Portland Cement (OPC) CEM I 42.5,42.5,214.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.6,1177.5,quartz sand,0.8,Steel fibres,120.0,13.0,0.2,184.0,polycsarboxylic-acid-based superplasticizer (SP),22.2,Standard Curing,20.0
926.4705882352944,"Portland cement (PC, P⋅II 52.5)",52.5,308.82352941176475,0.0,308.82352941176475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.8823529411766,Natural River sand,0.5,PE,19.4,12.0,0.024,355.1470588235295,polycarboxylate superplasticizer from Sika,30.88235294117648,Standard Curing,20.0
718.0,CEM I-52.5 Portland cement,52.5,128.0,287.2,0.0,0.0,0.0,236.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,Silica sand,0.15,PE Fiber,20.0,18.0,0.026,290.0,polycarboxylate superplasticizer,25.0,Air Cured,26.0
972.0,"P.I 52.5 Portland 
cement",52.5,271.5,0.0,0.0,87.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.76,Quartz sand,2.0,Steel fiber,78.0,13.0,0.3,223.83,CX-8 superplasticizer (SP) with water-reducing,24.3,Steam curing,90.0
1280.0,Portland cement Type 1 cement,,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,Arkansas River sand,3.0,Straight Steel Fibers,32.0,12.7,0.2,320.0,HRWRA,38.22,heat curing,90.0
794.0,High sulfate-resistant cement (Type HS cement),,221.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.0,0.0,not_applicable,0.225,not_applicable,0.0,,,192.0,polycarboxylate (PCE)-based high range water-reducing admixture (HRWRA),13.0,Standard Curing,20.0
750.0,CEM II,,144.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,836.0,Natural River sand,1.25,not_applicable,0.0,,,210.0,polycarboxylic-ether based,45.0,Standard Curing,20.0
828.0,Portland cement CEM I 52.5 N,52.5,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,silica sand,0.3,not_applicable,0.0,,,224.6,unknown_type,26.4,Standard Curing,20.0
660.0,Type III Portland cement,,60.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,Missouri River sand + masonry sand + LIGHTWEIGHT,4.75,Straight Steel Fibers,156.0,13.0,0.2,276.0,"VMA (i.e.
RHEOMAC® VMA 362",18.0,Standard Curing,23.0
980.0,Ordinary Portland cement (P�O 52.5),52.5,250.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0,Silica sand,0.1556,PE,19.2,18.0,0.026,304.0,Polycarboxylate superplasticizer,40.0,STANDARD Curing,25.0
741.0,PC-type I,,185.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,Silica sand,0.85,Steel fiber,151.0,13.0,0.2,185.0,PCE-based sppl,9.0,Standard Curing,30.0
788.5,Type 1 Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica sand,0.3,Straight Steel Fibers,118.5,19.5,0.2,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0
807.0,High sulfate-resistant cement (Type HS cement),,224.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,Quartz sand,0.6,not_applicable,0.0,,,195.0,polycarboxylate (PCE)-based high-range water-reducing admixture (HRWRA),13.0,hot curing (HC),90.0
851.063829787234,unknown_type,,212.7659574468085,0.0,0.0,0.0,212.7659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123.404255319149,Locally available sand,0.8,Straight Steel Fibers,195.0,13.0,0.2,180.4255319148936,unknown_type,4.595744680851064,Standard Curing,20.0
